"","Genes","Re_Set","Re_direction","De_Set","De_direction"
"21615","Xele.ptg000056l.192","ReT08","Down-regulated","DeT03","Up-regulated"
"21616","Xele.ptg000056l.193","ReT08","Down-regulated","DeT03","Up-regulated"
"21617","Xele.ptg000056l.194","None","None","DeT06","Down-regulated"
"21618","Xele.ptg000056l.195","ReT08","Up-regulated","DeT03","Down-regulated"
"21619","Xele.ptg000056l.196","ReT04","Up-regulated","DeT03","Down-regulated"
"21620","Xele.ptg000056l.197","ReT04","Up-regulated","DeT12","Down-regulated"
"21621","Xele.ptg000056l.198","None","None","DeT72","Down-regulated"
"21622","Xele.ptg000056l.199","ReT04","Up-regulated","DeT15","Down-regulated"
"21623","Xele.ptg000056l.200","ReT12","Up-regulated","DeT03","Up-regulated"
"21624","Xele.ptg000056l.201","ReT12","Up-regulated","DeT24","Down-regulated"
"21626","Xele.ptg000056l.203","None","None","DeT12","Down-regulated"
"21630","Xele.ptg000056l.207","None","None","DeT12","Down-regulated"
"21634","Xele.ptg000056l.211","ReT04","Up-regulated","DeT12","Down-regulated"
"21636","Xele.ptg000056l.213","None","None","DeT03","Up-regulated"
"21637","Xele.ptg000056l.214","ReT12","Up-regulated","DeT15","Down-regulated"
"21638","Xele.ptg000056l.215","ReT08","Up-regulated","DeT15","Down-regulated"
"21639","Xele.ptg000056l.216","ReT12","Up-regulated","None","None"
"21640","Xele.ptg000056l.217","None","None","DeT03","Down-regulated"
"21642","Xele.ptg000056l.219","None","None","DeT12","Up-regulated"
"21643","Xele.ptg000056l.221","ReT48","Up-regulated","None","None"
"21644","Xele.ptg000056l.222","ReT12","Up-regulated","DeT72","Down-regulated"
"21645","Xele.ptg000056l.223","None","None","DeT03","Down-regulated"
"21646","Xele.ptg000056l.224","ReT48","Up-regulated","None","None"
"21647","Xele.ptg000056l.225","ReT12","Down-regulated","DeT03","Up-regulated"
"21649","Xele.ptg000056l.227","ReT12","Up-regulated","DeT72","Down-regulated"
"21652","Xele.ptg000056l.231","ReT48","Down-regulated","None","None"
"21654","Xele.ptg000056l.233","ReT08","Up-regulated","DeT12","Down-regulated"
"21657","Xele.ptg000056l.236","ReT08","Up-regulated","DeT09","Down-regulated"
"21658","Xele.ptg000056l.237","None","None","DeT03","Up-regulated"
"21660","Xele.ptg000056l.239","None","None","DeT12","Up-regulated"
"21662","Xele.ptg000056l.241","None","None","DeT03","Up-regulated"
"21663","Xele.ptg000056l.242","ReT08","Up-regulated","DeT72","Down-regulated"
"21667","Xele.ptg000056l.246","None","None","DeT09","Down-regulated"
"21671","Xele.ptg000056l.250","None","None","DeT12","Down-regulated"
"21672","Xele.ptg000056l.251","ReT12","Up-regulated","DeT12","Down-regulated"
"21673","Xele.ptg000056l.252","ReT04","Up-regulated","DeT72","Down-regulated"
"21674","Xele.ptg000056l.253","ReT12","Up-regulated","None","None"
"21676","Xele.ptg000056l.255","ReT12","Up-regulated","DeT12","Down-regulated"
"21677","Xele.ptg000056l.256","None","None","DeT12","Down-regulated"
"21681","Xele.ptg000056l.260","ReT12","Up-regulated","None","None"
"21682","Xele.ptg000056l.261","ReT12","Down-regulated","DeT12","Up-regulated"
"21684","Xele.ptg000056l.269","ReT08","Down-regulated","DeT03","Up-regulated"
"21685","Xele.ptg000056l.270","ReT08","Up-regulated","DeT24","Down-regulated"
"21687","Xele.ptg000056l.272","ReT08","Up-regulated","None","None"
"21691","Xele.ptg000056l.276","ReT04","Up-regulated","DeT12","Down-regulated"
"21692","Xele.ptg000056l.277","ReT04","Up-regulated","DeT03","Up-regulated"
"21694","Xele.ptg000056l.279","ReT08","Up-regulated","None","None"
"21696","Xele.ptg000056l.281","None","None","DeT12","Down-regulated"
"21702","Xele.ptg000056l.288","None","None","DeT12","Up-regulated"
"21709","Xele.ptg000056l.295","ReT12","Up-regulated","DeT15","Down-regulated"
"21710","Xele.ptg000056l.296","ReT08","Up-regulated","None","None"
"21714","Xele.ptg000056l.300","None","None","DeT12","Down-regulated"
"21718","Xele.ptg000056l.304","ReT12","Up-regulated","DeT03","Down-regulated"
"21722","Xele.ptg000056l.309","None","None","DeT03","Down-regulated"
"21723","Xele.ptg000056l.310","ReT08","Up-regulated","DeT24","Down-regulated"
"21725","Xele.ptg000056l.312","ReT04","Up-regulated","DeT15","Down-regulated"
"21726","Xele.ptg000056l.313","ReT08","Up-regulated","DeT03","Down-regulated"
"21727","Xele.ptg000056l.314","ReT12","Up-regulated","None","None"
"21728","Xele.ptg000056l.315","ReT04","Up-regulated","DeT12","Down-regulated"
"21729","Xele.ptg000056l.316","None","None","DeT03","Up-regulated"
"21730","Xele.ptg000056l.317","ReT12","Down-regulated","DeT03","Up-regulated"
"21731","Xele.ptg000056l.318","ReT04","Up-regulated","DeT12","Down-regulated"
"21732","Xele.ptg000056l.319","ReT48","Up-regulated","DeT09","Down-regulated"
"21734","Xele.ptg000056l.322","None","None","DeT03","Down-regulated"
"21735","Xele.ptg000056l.323","ReT02","Up-regulated","DeT12","Down-regulated"
"21738","Xele.ptg000056l.327","ReT48","Up-regulated","DeT12","Down-regulated"
"21739","Xele.ptg000056l.328","None","None","DeT09","Down-regulated"
"21740","Xele.ptg000056l.329","ReT08","Up-regulated","DeT72","Down-regulated"
"21742","Xele.ptg000056l.332","ReT48","Down-regulated","None","None"
"21743","Xele.ptg000056l.333","ReT02","Up-regulated","DeT09","Down-regulated"
"21744","Xele.ptg000056l.334","ReT02","Up-regulated","DeT12","Down-regulated"
"21745","Xele.ptg000056l.335","ReT08","Up-regulated","DeT15","Down-regulated"
"21746","Xele.ptg000056l.336","ReT04","Up-regulated","DeT72","Down-regulated"
"21747","Xele.ptg000056l.337","None","None","DeT12","Down-regulated"
"21749","Xele.ptg000056l.340","ReT04","Up-regulated","DeT12","Down-regulated"
"21751","Xele.ptg000056l.342","ReT08","Up-regulated","None","None"
"21752","Xele.ptg000056l.344","ReT08","Up-regulated","DeT15","Down-regulated"
"21753","Xele.ptg000056l.345","ReT04","Up-regulated","DeT12","Down-regulated"
"21754","Xele.ptg000056l.346","None","None","DeT09","Down-regulated"
"21757","Xele.ptg000056l.354","ReT08","Up-regulated","DeT72","Down-regulated"
"21759","Xele.ptg000056l.357","ReT02","Up-regulated","DeT12","Down-regulated"
"21761","Xele.ptg000056l.359","None","None","DeT12","Down-regulated"
"21763","Xele.ptg000056l.362","ReT08","Down-regulated","DeT12","Up-regulated"
"21767","Xele.ptg000056l.368","None","None","DeT72","Up-regulated"
"21768","Xele.ptg000056l.370","ReT04","Up-regulated","DeT09","Down-regulated"
"21772","Xele.ptg000056l.375","ReT08","Down-regulated","DeT12","Up-regulated"
"21774","Xele.ptg000056l.377","ReT08","Down-regulated","DeT12","Up-regulated"
"21777","Xele.ptg000056l.385","None","None","DeT03","Up-regulated"
"21778","Xele.ptg000056l.386","None","None","DeT03","Down-regulated"
"21779","Xele.ptg000056l.387","ReT12","Up-regulated","DeT06","Up-regulated"
"21780","Xele.ptg000056l.388","None","None","DeT03","Up-regulated"
"21781","Xele.ptg000056l.390","ReT48","Up-regulated","DeT09","Down-regulated"
"21782","Xele.ptg000056l.391","ReT48","Up-regulated","DeT06","Down-regulated"
"21783","Xele.ptg000056l.394","None","None","DeT06","Down-regulated"
"21784","Xele.ptg000058l.14","None","None","DeT12","Up-regulated"
"21787","Xele.ptg000058l.17","ReT12","Down-regulated","None","None"
"21788","Xele.ptg000058l.20","ReT12","Down-regulated","None","None"
"21789","Xele.ptg000058l.21","ReT12","Down-regulated","None","None"
"21790","Xele.ptg000058l.24","None","None","DeT12","Up-regulated"
"21792","Xele.ptg000059l.6","None","None","DeT24","Down-regulated"
"21794","Xele.ptg000059l.10","ReT12","Down-regulated","DeT12","Up-regulated"
"21795","Xele.ptg000059l.14","ReT02","Down-regulated","DeT03","Up-regulated"
"21796","Xele.ptg000059l.15","None","None","DeT06","Down-regulated"
"21801","Xele.ptg000059l.25","ReT12","Down-regulated","DeT72","Up-regulated"
"21803","Xele.ptg000059l.31","ReT08","Up-regulated","DeT09","Down-regulated"
"21804","Xele.ptg000059l.33","ReT08","Down-regulated","DeT15","Up-regulated"
"21805","Xele.ptg000059l.34","None","None","DeT12","Up-regulated"
"21806","Xele.ptg000059l.35","ReT08","Down-regulated","DeT12","Up-regulated"
"21807","Xele.ptg000059l.36","ReT02","Up-regulated","DeT12","Down-regulated"
"21810","Xele.ptg000059l.39","None","None","DeT09","Up-regulated"
"21815","Xele.ptg000059l.46","ReT12","Up-regulated","DeT15","Down-regulated"
"21817","Xele.ptg000059l.49","ReT08","Up-regulated","DeT15","Down-regulated"
"21818","Xele.ptg000059l.50","ReT08","Up-regulated","DeT72","Down-regulated"
"21819","Xele.ptg000059l.51","None","None","DeT12","Down-regulated"
"21820","Xele.ptg000059l.55","ReT12","Down-regulated","None","None"
"21821","Xele.ptg000059l.56","ReT48","Down-regulated","None","None"
"21823","Xele.ptg000059l.59","ReT08","Down-regulated","DeT72","Up-regulated"
"21826","Xele.ptg000059l.64","None","None","DeT12","Up-regulated"
"21828","Xele.ptg000059l.66","None","None","DeT03","Down-regulated"
"21829","Xele.ptg000059l.67","None","None","DeT72","Down-regulated"
"21830","Xele.ptg000059l.69","None","None","DeT06","Up-regulated"
"21831","Xele.ptg000059l.70","ReT08","Up-regulated","DeT12","Down-regulated"
"21833","Xele.ptg000059l.72","ReT48","Up-regulated","DeT09","Down-regulated"
"21834","Xele.ptg000059l.73","ReT04","Up-regulated","DeT12","Down-regulated"
"21835","Xele.ptg000059l.74","ReT04","Up-regulated","DeT03","Down-regulated"
"21837","Xele.ptg000059l.78","None","None","DeT09","Down-regulated"
"21838","Xele.ptg000059l.79","None","None","DeT03","Down-regulated"
"21840","Xele.ptg000059l.82","None","None","DeT12","Down-regulated"
"21842","Xele.ptg000059l.85","None","None","DeT12","Down-regulated"
"21844","Xele.ptg000059l.87","None","None","DeT06","Up-regulated"
"21846","Xele.ptg000059l.89","None","None","DeT12","Down-regulated"
"21847","Xele.ptg000059l.90","ReT48","Down-regulated","None","None"
"21848","Xele.ptg000059l.91","ReT08","Up-regulated","DeT03","Up-regulated"
"21849","Xele.ptg000059l.93","ReT08","Up-regulated","None","None"
"21850","Xele.ptg000059l.95","ReT08","Up-regulated","DeT06","Down-regulated"
"21851","Xele.ptg000059l.96","ReT12","Down-regulated","None","None"
"21852","Xele.ptg000059l.97","ReT12","Down-regulated","None","None"
"21855","Xele.ptg000059l.100","ReT02","Up-regulated","DeT12","Down-regulated"
"21860","Xele.ptg000059l.105","ReT02","Up-regulated","DeT12","Down-regulated"
"21861","Xele.ptg000059l.106","ReT08","Up-regulated","DeT15","Down-regulated"
"21863","Xele.ptg000059l.110","ReT02","Up-regulated","DeT03","Down-regulated"
"21864","Xele.ptg000059l.112","ReT02","Up-regulated","DeT12","Down-regulated"
"21865","Xele.ptg000059l.115","ReT02","Up-regulated","DeT12","Down-regulated"
"21866","Xele.ptg000059l.116","ReT12","Up-regulated","None","None"
"21867","Xele.ptg000059l.117","ReT04","Up-regulated","DeT12","Down-regulated"
"21868","Xele.ptg000059l.119","ReT12","Down-regulated","DeT03","Down-regulated"
"21869","Xele.ptg000059l.120","ReT08","Down-regulated","DeT15","Up-regulated"
"21870","Xele.ptg000059l.122","ReT08","Up-regulated","DeT12","Down-regulated"
"21871","Xele.ptg000059l.126","ReT48","Up-regulated","DeT15","Down-regulated"
"21873","Xele.ptg000059l.128","None","None","DeT12","Down-regulated"
"21876","Xele.ptg000059l.131","None","None","DeT12","Down-regulated"
"21877","Xele.ptg000059l.132","ReT04","Up-regulated","DeT12","Down-regulated"
"21879","Xele.ptg000059l.135","None","None","DeT12","Up-regulated"
"21885","Xele.ptg000059l.146","None","None","DeT12","Up-regulated"
"21887","Xele.ptg000059l.149","ReT12","Up-regulated","DeT12","Down-regulated"
"21891","Xele.ptg000059l.153","ReT48","Up-regulated","DeT03","Down-regulated"
"21892","Xele.ptg000059l.156","None","None","DeT12","Down-regulated"
"21893","Xele.ptg000059l.157","None","None","DeT06","Down-regulated"
"21894","Xele.ptg000059l.158","None","None","DeT12","Down-regulated"
"21896","Xele.ptg000059l.160","ReT48","Up-regulated","DeT03","Down-regulated"
"21898","Xele.ptg000059l.163","ReT08","Down-regulated","DeT03","Up-regulated"
"21899","Xele.ptg000059l.164","ReT04","Up-regulated","DeT09","Down-regulated"
"21902","Xele.ptg000059l.167","ReT12","Up-regulated","None","None"
"21903","Xele.ptg000059l.168","None","None","DeT12","Down-regulated"
"21905","Xele.ptg000059l.171","ReT08","Up-regulated","DeT06","Up-regulated"
"21906","Xele.ptg000059l.172","ReT08","Up-regulated","DeT06","Up-regulated"
"21908","Xele.ptg000059l.175","None","None","DeT03","Up-regulated"
"21912","Xele.ptg000059l.180","ReT08","Down-regulated","DeT06","Down-regulated"
"21913","Xele.ptg000059l.181","ReT08","Down-regulated","DeT06","Down-regulated"
"21914","Xele.ptg000059l.184","ReT48","Up-regulated","DeT09","Up-regulated"
"21915","Xele.ptg000059l.187","None","None","DeT12","Up-regulated"
"21916","Xele.ptg000059l.188","None","None","DeT12","Down-regulated"
"21917","Xele.ptg000059l.189","None","None","DeT06","Up-regulated"
"21918","Xele.ptg000059l.191","ReT48","Down-regulated","DeT03","Up-regulated"
"21922","Xele.ptg000059l.195","ReT02","Up-regulated","DeT03","Down-regulated"
"21924","Xele.ptg000059l.197","ReT08","Down-regulated","DeT12","Up-regulated"
"21925","Xele.ptg000059l.198","ReT12","Up-regulated","None","None"
"21927","Xele.ptg000059l.200","None","None","DeT06","Up-regulated"
"21931","Xele.ptg000059l.204","ReT02","Up-regulated","DeT12","Down-regulated"
"21932","Xele.ptg000059l.205","ReT02","Up-regulated","DeT12","Down-regulated"
"21934","Xele.ptg000059l.207","None","None","DeT03","Up-regulated"
"21935","Xele.ptg000059l.208","ReT08","Up-regulated","DeT12","Down-regulated"
"21936","Xele.ptg000059l.209","ReT08","Up-regulated","DeT06","Up-regulated"
"21937","Xele.ptg000059l.210","ReT48","Up-regulated","DeT12","Down-regulated"
"21938","Xele.ptg000059l.211","ReT12","Up-regulated","None","None"
"21939","Xele.ptg000059l.212","ReT02","Up-regulated","None","None"
"21940","Xele.ptg000059l.213","ReT08","Down-regulated","DeT03","Up-regulated"
"21941","Xele.ptg000059l.214","ReT04","Up-regulated","DeT03","Down-regulated"
"21942","Xele.ptg000059l.215","None","None","DeT72","Down-regulated"
"21943","Xele.ptg000059l.217","ReT04","Up-regulated","DeT72","Down-regulated"
"21947","Xele.ptg000059l.223","ReT08","Up-regulated","DeT09","Down-regulated"
"21948","Xele.ptg000059l.224","ReT08","Up-regulated","DeT12","Down-regulated"
"21949","Xele.ptg000059l.227","ReT48","Up-regulated","DeT12","Down-regulated"
"21950","Xele.ptg000059l.228","ReT08","Down-regulated","DeT03","Up-regulated"
"21951","Xele.ptg000059l.229","ReT12","Down-regulated","DeT72","Up-regulated"
"21954","Xele.ptg000059l.233","ReT08","Down-regulated","None","None"
"21955","Xele.ptg000059l.234","ReT08","Up-regulated","None","None"
"21956","Xele.ptg000059l.235","None","None","DeT72","Down-regulated"
"21957","Xele.ptg000059l.236","None","None","DeT03","Up-regulated"
"21958","Xele.ptg000059l.237","ReT08","Up-regulated","None","None"
"21959","Xele.ptg000059l.238","ReT08","Up-regulated","DeT03","Down-regulated"
"21960","Xele.ptg000059l.239","ReT48","Down-regulated","DeT72","Up-regulated"
"21961","Xele.ptg000059l.240","None","None","DeT12","Down-regulated"
"21962","Xele.ptg000059l.241","ReT12","Down-regulated","None","None"
"21965","Xele.ptg000059l.244","ReT48","Up-regulated","DeT24","Down-regulated"
"21966","Xele.ptg000059l.245","ReT04","Up-regulated","DeT12","Down-regulated"
"21967","Xele.ptg000059l.246","ReT02","Up-regulated","DeT12","Down-regulated"
"21968","Xele.ptg000059l.247","ReT12","Up-regulated","None","None"
"21970","Xele.ptg000059l.251","None","None","DeT03","Down-regulated"
"21972","Xele.ptg000059l.253","None","None","DeT12","Down-regulated"
"21974","Xele.ptg000059l.256","ReT08","Up-regulated","DeT12","Down-regulated"
"21975","Xele.ptg000059l.257","ReT08","Up-regulated","DeT12","Down-regulated"
"21976","Xele.ptg000059l.258","ReT08","Down-regulated","DeT72","Up-regulated"
"21978","Xele.ptg000059l.260","ReT48","Up-regulated","DeT06","Down-regulated"
"21980","Xele.ptg000059l.263","ReT04","Up-regulated","DeT12","Down-regulated"
"21981","Xele.ptg000059l.264","ReT08","Down-regulated","DeT03","Up-regulated"
"21983","Xele.ptg000059l.267","None","None","DeT03","Down-regulated"
"21987","Xele.ptg000059l.272","ReT08","Up-regulated","None","None"
"21988","Xele.ptg000059l.273","ReT02","Up-regulated","DeT12","Down-regulated"
"21989","Xele.ptg000059l.274","ReT08","Up-regulated","DeT03","Down-regulated"
"21990","Xele.ptg000059l.275","ReT04","Up-regulated","DeT12","Down-regulated"
"21994","Xele.ptg000059l.280","ReT04","Up-regulated","DeT03","Down-regulated"
"21996","Xele.ptg000059l.282","ReT02","Up-regulated","DeT12","Down-regulated"
"21997","Xele.ptg000059l.283","ReT48","Up-regulated","DeT06","Down-regulated"
"21998","Xele.ptg000059l.286","ReT02","Up-regulated","DeT12","Down-regulated"
"22000","Xele.ptg000059l.288","ReT12","Down-regulated","DeT24","Up-regulated"
"22005","Xele.ptg000059l.295","ReT04","Down-regulated","DeT12","Up-regulated"
"22006","Xele.ptg000059l.296","ReT04","Up-regulated","DeT72","Down-regulated"
"22011","Xele.ptg000059l.302","None","None","DeT06","Down-regulated"
"22012","Xele.ptg000059l.303","ReT08","Down-regulated","DeT03","Up-regulated"
"22014","Xele.ptg000059l.305","ReT48","Up-regulated","DeT12","Down-regulated"
"22017","Xele.ptg000059l.308","ReT12","Up-regulated","DeT72","Down-regulated"
"22018","Xele.ptg000059l.309","ReT02","Up-regulated","DeT12","Down-regulated"
"22019","Xele.ptg000059l.310","ReT12","Up-regulated","DeT12","Down-regulated"
"22020","Xele.ptg000059l.311","None","None","DeT15","Down-regulated"
"22021","Xele.ptg000059l.313","ReT08","Up-regulated","DeT12","Down-regulated"
"22022","Xele.ptg000059l.315","ReT12","Up-regulated","DeT12","Down-regulated"
"22024","Xele.ptg000059l.319","None","None","DeT72","Down-regulated"
"22025","Xele.ptg000059l.320","ReT48","Up-regulated","DeT03","Down-regulated"
"22027","Xele.ptg000059l.322","ReT08","Down-regulated","DeT12","Up-regulated"
"22029","Xele.ptg000059l.325","ReT12","Down-regulated","DeT12","Up-regulated"
"22030","Xele.ptg000059l.326","ReT12","Down-regulated","DeT12","Up-regulated"
"22031","Xele.ptg000059l.327","ReT08","Down-regulated","None","None"
"22032","Xele.ptg000059l.328","ReT04","Down-regulated","DeT03","Up-regulated"
"22033","Xele.ptg000059l.329","ReT08","Down-regulated","DeT12","Up-regulated"
"22036","Xele.ptg000059l.332","ReT04","Up-regulated","DeT15","Down-regulated"
"22037","Xele.ptg000059l.333","ReT04","Down-regulated","DeT03","Up-regulated"
"22040","Xele.ptg000059l.336","ReT12","Down-regulated","None","None"
"22041","Xele.ptg000059l.338","ReT48","Up-regulated","DeT12","Down-regulated"
"22042","Xele.ptg000059l.341","ReT08","Down-regulated","DeT15","Up-regulated"
"22044","Xele.ptg000059l.344","None","None","DeT03","Up-regulated"
"22049","Xele.ptg000059l.350","ReT48","Up-regulated","DeT72","Down-regulated"
"22053","Xele.ptg000059l.356","None","None","DeT03","Down-regulated"
"22054","Xele.ptg000059l.357","ReT12","Up-regulated","DeT06","Down-regulated"
"22055","Xele.ptg000059l.358","None","None","DeT12","Down-regulated"
"22059","Xele.ptg000059l.362","ReT12","Up-regulated","DeT12","Down-regulated"
"22062","Xele.ptg000059l.365","None","None","DeT12","Down-regulated"
"22064","Xele.ptg000059l.369","ReT48","Down-regulated","DeT15","Up-regulated"
"22067","Xele.ptg000059l.372","ReT48","Down-regulated","None","None"
"22069","Xele.ptg000059l.374","None","None","DeT72","Down-regulated"
"22073","Xele.ptg000059l.379","None","None","DeT15","Down-regulated"
"22074","Xele.ptg000059l.380","ReT12","Down-regulated","DeT12","Up-regulated"
"22075","Xele.ptg000059l.381","ReT48","Down-regulated","DeT15","Up-regulated"
"22076","Xele.ptg000059l.383","ReT08","Down-regulated","DeT12","Up-regulated"
"22077","Xele.ptg000059l.384","ReT12","Down-regulated","DeT15","Up-regulated"
"22079","Xele.ptg000059l.386","ReT04","Up-regulated","DeT12","Down-regulated"
"22082","Xele.ptg000059l.390","ReT04","Up-regulated","DeT12","Down-regulated"
"22083","Xele.ptg000059l.391","ReT48","Up-regulated","DeT72","Down-regulated"
"22086","Xele.ptg000059l.394","None","None","DeT03","Up-regulated"
"22087","Xele.ptg000059l.395","None","None","DeT15","Up-regulated"
"22088","Xele.ptg000059l.396","ReT08","Up-regulated","DeT06","Down-regulated"
"22090","Xele.ptg000059l.399","ReT02","Up-regulated","DeT72","Down-regulated"
"22093","Xele.ptg000059l.402","None","None","DeT03","Up-regulated"
"22094","Xele.ptg000059l.403","ReT48","Up-regulated","None","None"
"22096","Xele.ptg000059l.405","ReT04","Up-regulated","DeT03","Up-regulated"
"22097","Xele.ptg000059l.406","ReT04","Up-regulated","DeT03","Up-regulated"
"22098","Xele.ptg000059l.407","ReT04","Up-regulated","DeT03","Up-regulated"
"22099","Xele.ptg000059l.408","None","None","DeT03","Up-regulated"
"22100","Xele.ptg000059l.410","None","None","DeT72","Up-regulated"
"22101","Xele.ptg000059l.411","None","None","DeT12","Down-regulated"
"22102","Xele.ptg000059l.412","ReT04","Up-regulated","DeT12","Down-regulated"
"22103","Xele.ptg000059l.413","None","None","DeT72","Down-regulated"
"22106","Xele.ptg000059l.417","ReT02","Up-regulated","None","None"
"22107","Xele.ptg000059l.419","ReT04","Up-regulated","DeT12","Down-regulated"
"22108","Xele.ptg000059l.420","ReT48","Up-regulated","DeT24","Down-regulated"
"22109","Xele.ptg000059l.421","None","None","DeT12","Down-regulated"
"22110","Xele.ptg000059l.422","ReT12","Down-regulated","DeT12","Up-regulated"
"22112","Xele.ptg000059l.424","ReT12","Down-regulated","DeT72","Up-regulated"
"22113","Xele.ptg000059l.425","None","None","DeT72","Up-regulated"
"22114","Xele.ptg000059l.426","ReT08","Up-regulated","DeT12","Down-regulated"
"22115","Xele.ptg000059l.428","ReT08","Up-regulated","DeT06","Up-regulated"
"22116","Xele.ptg000059l.430","None","None","DeT09","Up-regulated"
"22117","Xele.ptg000059l.431","ReT48","Down-regulated","DeT03","Up-regulated"
"22118","Xele.ptg000059l.432","None","None","DeT12","Up-regulated"
"22119","Xele.ptg000059l.433","None","None","DeT72","Down-regulated"
"22120","Xele.ptg000059l.434","ReT08","Up-regulated","DeT72","Down-regulated"
"22121","Xele.ptg000059l.435","ReT02","Up-regulated","DeT24","Down-regulated"
"22122","Xele.ptg000059l.436","ReT08","Down-regulated","None","None"
"22123","Xele.ptg000059l.437","ReT12","Up-regulated","DeT09","Down-regulated"
"22126","Xele.ptg000059l.442","None","None","DeT12","Down-regulated"
"22127","Xele.ptg000059l.443","ReT08","Up-regulated","DeT03","Up-regulated"
"22129","Xele.ptg000059l.445","None","None","DeT03","Down-regulated"
"22130","Xele.ptg000059l.446","ReT02","Up-regulated","DeT03","Down-regulated"
"22135","Xele.ptg000059l.451","ReT08","Down-regulated","DeT72","Up-regulated"
"22136","Xele.ptg000059l.452","ReT12","Up-regulated","None","None"
"22137","Xele.ptg000059l.453","ReT12","Down-regulated","DeT03","Up-regulated"
"22138","Xele.ptg000059l.455","ReT08","Down-regulated","DeT03","Up-regulated"
"22139","Xele.ptg000059l.456","ReT08","Up-regulated","DeT12","Down-regulated"
"22140","Xele.ptg000059l.457","ReT04","Up-regulated","DeT09","Down-regulated"
"22142","Xele.ptg000059l.459","ReT48","Up-regulated","DeT15","Down-regulated"
"22143","Xele.ptg000059l.461","ReT04","Up-regulated","DeT12","Down-regulated"
"22145","Xele.ptg000059l.463","ReT12","Down-regulated","DeT12","Up-regulated"
"22147","Xele.ptg000059l.465","ReT48","Up-regulated","DeT24","Down-regulated"
"22151","Xele.ptg000059l.470","ReT04","Down-regulated","DeT03","Up-regulated"
"22154","Xele.ptg000061l.6","ReT04","Up-regulated","DeT12","Down-regulated"
"22155","Xele.ptg000062l.8","ReT12","Down-regulated","None","None"
"22162","Xele.ptg000063l.4","None","None","DeT03","Down-regulated"
"22163","Xele.ptg000063l.5","None","None","DeT12","Up-regulated"
"22167","Xele.ptg000063l.9","None","None","DeT12","Down-regulated"
"22168","Xele.ptg000063l.10","None","None","DeT12","Down-regulated"
"22169","Xele.ptg000063l.11","ReT08","Down-regulated","DeT03","Up-regulated"
"22170","Xele.ptg000063l.12","ReT08","Down-regulated","DeT03","Up-regulated"
"22172","Xele.ptg000063l.14","None","None","DeT12","Up-regulated"
"22173","Xele.ptg000063l.15","ReT12","Up-regulated","None","None"
"22175","Xele.ptg000063l.17","ReT48","Down-regulated","DeT09","Up-regulated"
"22176","Xele.ptg000063l.18","ReT08","Up-regulated","DeT06","Up-regulated"
"22177","Xele.ptg000063l.19","ReT02","Up-regulated","DeT06","Up-regulated"
"22178","Xele.ptg000063l.20","ReT04","Up-regulated","None","None"
"22179","Xele.ptg000063l.21","ReT08","Down-regulated","DeT03","Up-regulated"
"22181","Xele.ptg000063l.23","ReT48","Down-regulated","DeT72","Up-regulated"
"22186","Xele.ptg000063l.28","ReT08","Down-regulated","None","None"
"22188","Xele.ptg000063l.30","ReT12","Down-regulated","None","None"
"22189","Xele.ptg000063l.31","None","None","DeT12","Up-regulated"
"22192","Xele.ptg000063l.35","ReT04","Down-regulated","DeT03","Up-regulated"
"22193","Xele.ptg000063l.36","ReT02","Up-regulated","DeT03","Down-regulated"
"22194","Xele.ptg000063l.37","None","None","DeT12","Down-regulated"
"22195","Xele.ptg000063l.39","ReT02","Up-regulated","DeT09","Down-regulated"
"22199","Xele.ptg000063l.43","ReT08","Down-regulated","DeT12","Up-regulated"
"22201","Xele.ptg000063l.47","ReT48","Down-regulated","DeT12","Up-regulated"
"22204","Xele.ptg000063l.50","ReT04","Up-regulated","DeT12","Down-regulated"
"22209","Xele.ptg000063l.55","ReT08","Up-regulated","DeT12","Down-regulated"
"22210","Xele.ptg000063l.57","None","None","DeT72","Down-regulated"
"22211","Xele.ptg000063l.58","ReT12","Up-regulated","None","None"
"22217","Xele.ptg000063l.64","ReT08","Down-regulated","DeT12","Up-regulated"
"22223","Xele.ptg000063l.73","ReT08","Up-regulated","DeT06","Up-regulated"
"22224","Xele.ptg000063l.74","ReT04","Up-regulated","DeT09","Down-regulated"
"22227","Xele.ptg000063l.77","None","None","DeT12","Up-regulated"
"22231","Xele.ptg000063l.81","ReT08","Down-regulated","DeT12","Up-regulated"
"22233","Xele.ptg000063l.83","ReT08","Down-regulated","DeT03","Up-regulated"
"22235","Xele.ptg000063l.86","None","None","DeT03","Up-regulated"
"22236","Xele.ptg000063l.87","ReT02","Up-regulated","DeT12","Down-regulated"
"22239","Xele.ptg000063l.90","ReT12","Down-regulated","None","None"
"22240","Xele.ptg000063l.91","ReT04","Up-regulated","DeT06","Up-regulated"
"22242","Xele.ptg000063l.93","None","None","DeT06","Down-regulated"
"22243","Xele.ptg000063l.95","None","None","DeT24","Up-regulated"
"22244","Xele.ptg000063l.96","ReT02","Up-regulated","DeT12","Down-regulated"
"22245","Xele.ptg000063l.97","ReT48","Down-regulated","DeT03","Up-regulated"
"22248","Xele.ptg000063l.100","ReT08","Down-regulated","DeT15","Up-regulated"
"22249","Xele.ptg000063l.101","ReT12","Down-regulated","DeT03","Down-regulated"
"22250","Xele.ptg000063l.102","None","None","DeT12","Down-regulated"
"22253","Xele.ptg000063l.105","ReT02","Up-regulated","DeT15","Down-regulated"
